_dataobs_,Pool,Horses,Sold_Price,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
10063,None,N,305000,Tempe,910,2,1982,2,1,1,1,Wood,Fees,Marcos De Niza,3,213,6184,Detached,FHA
10064,Community,N,285250,Chandler,1083,2,1998,2,2,1,1,Adult,Adult,Adult,80,80,3184,Detached,Cash
10065,Private,N,895000,Chandler,3961,6,2003,5,3.5,1,1,San Tan,Santan Junior High,Hamilton,80,80,14983,Detached,Conventional
10066,None,N,780000,Scottsdale,2007,5,1991,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,7150,Detached,Conventional
10068,Private,N,762000,Fountain Hills,1898,3,1997,3,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,7579,Detached,Conventional
10069,None,N,752000,Fountain Hills,2475,3,1986,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,11352,Detached,VA
10071,Private,N,749000,Scottsdale,2276,3,1989,3,2,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,37396,Detached,Conventional
10072,Private,N,660000,Scottsdale,1609,3,1961,3,2,1,1,Hohokam Coolidge,Supai,Coronado High,48,48,6332,Detached,Conventional
10073,Community,N,585000,Scottsdale,1952,3,1999,3,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,6679,Detached,Cash
10074,Private,N,577000,Scottsdale,1815,3,1980,3,2,1,1,Hohokam Scottsdale,Supai,Coronado High,48,55,5414,Detached,Conventional
10075,None,N,550000,Scottsdale,1598,3,1977,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10496,Detached,Cash
10076,None,N,530000,Tempe,2486,4,2010,4,2.5,2,2,Kyrene de las Manita,Kyrene del Pueblo,Corona del Sol,28,213,4075,Detached,Conventional
10080,Private,N,805000,Chandler,3868,7,2015,5,3,2,2,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,7322,Detached,Conventional
10081,Community,N,800000,Chandler,3100,4,2006,3,3.5,2,2,CTA Independence,Bogle Junior High,Hamilton,80,80,3558,Detached,Cash
10082,Private,N,745000,Scottsdale,2669,5,1994,5,3,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7997,Detached,VA
10084,Private,N,600000,Chandler,2321,4,1999,4,3,1,1,Sanborn,Willis,Chandler High,80,80,8128,Detached,Conventional
10085,None,N,569000,Scottsdale,2033,5,1958,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,9930,Detached,Cash
10087,Private,N,405000,Chandler,1274,3,1986,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,8268,Detached,Conventional
10088,None,N,335000,Chandler,1026,3,1975,3,1.75,1,1,Connolly,Connolly,Hamilton,80,80,6585,Detached,Conventional
10089,Private,N,1400000,Fountain Hills,3772,4,2005,4,4.5,1,1,Fountain Hills,Fountain Hills,Fountain Hills,98,98,22368,Detached,Conventional
10090,Both,N,1150000,Scottsdale,2468,4,2000,3,3,1,1,Copper Ridge,Copper Ridge,Chaparral High,47,47,6670,Detached,Cash
10091,None,N,800000,Scottsdale,2550,4,1992,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10000,Detached,Other
10092,Private,N,725000,Scottsdale,2096,4,1996,3,2.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5600,Detached,Cash
10094,None,N,655000,Scottsdale,1702,4,1960,4,2,1,1,Yavapai,Supai,Coronado High,48,48,6969,Detached,Conventional
10095,Private,N,630000,Chandler,3033,6,2001,4,3,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,10249,Detached,VA
10098,None,N,550000,Chandler,1940,4,1996,4,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,6765,Detached,Conventional
10099,Private,N,515000,Tempe,1443,4,1966,4,2,1,1,Laird,McKemy,McClintock,3,3,6791,Detached,Conventional
10100,Private,N,475000,Chandler,1878,3,1993,3,2,1,1,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,7741,Detached,Conventional
10101,None,N,435000,Tempe,1233,3,1995,3,2,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,5201,Detached,Conventional
10102,None,N,420000,Tempe,1216,3,1971,3,2,1,1,Arredondo Elem,Connolly,McClintock,3,213,7728,Detached,Conventional
10103,None,N,405000,Chandler,1766,4,1961,4,3,1,1,Sanborn,John M Andersen Jr H,Chandler High,80,80,9418,Detached,Cash
10104,Private,N,385000,Chandler,1577,3,1984,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,6965,Detached,Cash
10105,Community,N,350000,Chandler,1149,2,2005,2,2,1,1,Adult,Adult,Adult,80,80,4492,Detached,Conventional
10106,Private,N,320000,Tempe,1068,3,1983,3,2,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7505,Detached,Conventional
10107,Private,N,1490000,Scottsdale,5046,5,2001,4,3.5,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,38130,Detached,Conventional
10108,Private,N,1210000,Scottsdale,3622,5,1999,4,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,30760,Detached,Conventional
10109,Private,N,1188000,Scottsdale,3063,5,1983,5,3,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon,69,69,12609,Detached,Conventional
10110,Private,N,975000,Chandler,4608,6,2005,6,4,2,2,San Tan,Santan Elementary,Hamilton,80,80,7020,Detached,Cash
10112,Both,N,840000,Scottsdale,1855,3,1995,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,7371,Detached,Conventional
10113,None,Y,815000,Scottsdale,3528,5,2000,4,3.5,1,1,Horseshoe Trails,Sonoran Trails,Cactus Shadows,93,93,83496,Detached,Conventional
10114,Private,N,785000,Chandler,2562,5,2019,5,3,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,7347,Detached,Conventional
10115,Private,N,785000,Fountain Hills,2879,4,1989,4,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,14179,Detached,Conventional
10116,Private,N,785000,Scottsdale,2149,4,1967,4,2,3,2,Pueblo,Mohave,Saguaro High,48,48,8248,Detached,Conventional
10117,Private,N,755000,Scottsdale,3509,5,1989,5,2.5,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7579,Detached,Cash
10118,Private,N,750000,Scottsdale,2100,5,1975,5,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,10724,Detached,Conventional
10119,Private,N,675000,Tempe,2658,3,1983,3,3,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,15982,Detached,Conventional
10120,None,N,667500,Scottsdale,2127,4,1979,4,2,1,1,Kiva,Mohave,Saguaro High,48,48,7210,Detached,Cash
10121,None,N,665000,Fountain Hills,2118,2,1996,2,2,1,1,Fountain Hills Middl,Fountain Hills,Fountain Hills,98,98,32515,Detached,Cash
10122,None,N,662900,Fountain Hills,2044,3,2021,3,3,1,1,Four Peaks Ftn Hills,Fountain Hills,Fountain Hills,98,98,13329,Detached,Conventional
10123,Both,N,660000,Scottsdale,1409,2,1994,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7361,Detached,Conventional
10124,None,N,655000,Scottsdale,2336,4,1970,4,4,1,1,Pinnacle Peak,Sonoran Trails,Pinnacle,69,69,27449,Detached,Conventional
10125,None,N,640000,Chandler,2428,4,2011,4,3,1,1,Ira A. Fulton,Bogle Junior High,Hamilton,80,80,9870,Detached,Conventional
10126,Private,N,635000,Scottsdale,2870,5,1973,4,3.5,2,2,Kiva,Mohave,Saguaro High,48,48,5571,Attached,Conventional
10127,Private,N,627000,Chandler,2289,4,2002,3,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,11081,Detached,Conventional
10128,Private,N,605050,Scottsdale,1580,3,1988,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5500,Detached,Cash
10129,None,N,595000,Scottsdale,3400,3,2021,3,3.5,2,2,Black Mountain,Sonoran Trails,Black Mountain,93,93,45899,Detached,Carryback
10131,Private,N,586000,Chandler,2173,4,1999,3,2,1,1,CTA Liberty,Willis,Chandler High,80,80,8911,Detached,VA
10132,None,N,572500,Scottsdale,1552,3,1967,3,2,1,1,Pima,Supai,Coronado High,48,48,7127,Detached,Other
10133,Community,N,565000,Scottsdale,1819,3,1994,3,2.5,2,2,Pinnacle Peak,Sonoran Trails,Pinnacle,69,69,3604,Attached,Conventional
10135,None,N,505000,Tempe,1651,4,1961,4,1.75,1,1,Broadmor Elementary,Connolly,Tempe High School,3,3,7475,Detached,Conventional
10136,None,N,500000,Chandler,2288,4,2000,3,2,1,1,CTA Humphrey,Willis,Hamilton,80,80,8875,Detached,Cash
10137,None,N,490000,Chandler,1815,3,2009,3,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,4500,Detached,Conventional
10138,Community,N,485000,Chandler,1512,3,2017,3,2,1,1,CT Freedom,Chandler High,Chandler High,80,80,4564,Detached,Conventional
10139,None,N,475000,Tempe,2330,4,1970,4,2.5,1,1,Curry,Connolly,McClintock,3,213,13787,Detached,Cash
10141,Private,N,416000,Chandler,1541,3,1983,3,2,1,1,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,7784,Detached,Conventional
10144,None,N,350777,Scottsdale,1092,3,1960,3,2,1,1,Yavapai,Supai,Coronado High,48,48,6369,Detached,Other
10145,None,N,345000,Chandler,1620,3,1983,3,2.5,2,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,5110,Detached,Other
10146,None,N,342900,Tempe,1256,3,1975,3,2,1,1,Aguilar,Fees,Marcos De Niza,213,213,7107,Detached,Cash
10147,None,N,339500,Chandler,1377,3,1991,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Tempe High School,28,213,6011,Detached,Cash
10148,Community,N,270000,Chandler,1101,2,1985,2,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,4944,Detached,Cash
10151,Private,N,1218693,Scottsdale,3647,5,1997,5,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16459,Detached,Other
10152,Both,N,1205000,Scottsdale,3214,4,2000,4,4.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,12444,Detached,Cash
10154,Private,N,1094000,Fountain Hills,3315,3,2000,3,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,18387,Detached,Conventional
10155,Private,N,1050000,Scottsdale,2621,4,1989,4,2,1,1,Copper Canyon,Explorer,Horizon School,69,69,16624,Detached,Cash
10156,Private,Y,1025000,Chandler,3598,6,1985,5,5.5,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,54897,Detached,Conventional
10157,None,N,1017000,Scottsdale,2782,4,1996,4,3,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,9440,Detached,Conventional
10158,Private,N,1000000,Chandler,3071,5,2010,4,3.5,1,1,CTA Independence,Bogle Junior High,Hamilton,80,80,8890,Detached,Other
10159,Both,N,995000,Scottsdale,3426,4,2004,3,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,12415,Detached,Conventional
10161,Private,N,895000,Scottsdale,3243,5,1995,4,3.5,2,2,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,7637,Detached,Conventional
10162,Private,Y,885000,Scottsdale,2220,4,1971,4,2,1,1,Sequoya,Cocopah,Chaparral High,48,48,35096,Detached,Conventional
10164,None,N,845000,Scottsdale,2552,5,1985,3,2.5,2,2,Cochise,Cocopah,Chaparral High,48,48,35022,Detached,Other
10166,Private,N,820000,Scottsdale,2332,4,1979,4,2.5,1,1,Sandpiper,Desert Shadows,Horizon,69,69,11408,Detached,Conventional
10167,Private,N,775000,Scottsdale,1669,3,1961,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,9816,Detached,Conventional
10168,Private,N,775000,Scottsdale,2236,4,1994,4,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,20216,Detached,Cash
10169,None,N,730000,Chandler,3409,7,2013,5,3,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,5980,Detached,Conventional
10170,Community,N,725000,Scottsdale,2083,3,2000,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,11642,Detached,Conventional
10171,Private,N,710000,Scottsdale,2860,4,1988,3,3,3,2,Whispering Wind,Sunrise Middle,Horizon School,69,69,7928,Detached,Conventional
10172,None,N,699000,Tempe,2987,4,1999,3,2.5,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,9818,Detached,Cash
10173,Private,N,680000,Chandler,2880,4,2003,4,3,1,1,Ira A. Fulton,San Tan,Hamilton,80,80,10500,Detached,Conventional
10174,Private,N,675000,Tempe,3107,5,1986,5,2.5,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,8991,Detached,Conventional
10175,Private,N,667000,Scottsdale,1709,3,1988,3,3,2,2,Kiva,Mohave,Saguaro High,48,48,6340,Detached,Conventional
10176,Community,N,665000,Scottsdale,1670,3,1995,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,5621,Detached,Conventional
10178,Private,N,650000,Chandler,1886,3,1994,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,6896,Detached,Conventional
10179,None,N,645000,Scottsdale,2027,3,1998,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,10133,Detached,Cash
10180,Community,N,630000,Scottsdale,1768,3,1984,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,5268,Detached,Cash
10181,Private,N,625000,Chandler,2472,4,2003,4,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,11029,Detached,Conventional
10182,Private,N,620000,Chandler,2378,4,2002,4,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,9375,Detached,Conventional
10183,Private,N,620000,Chandler,2497,5,1999,4,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,9085,Detached,Conventional
10184,Private,N,610000,Scottsdale,1562,3,1963,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,7200,Detached,Conventional
10186,Private,N,590000,Tempe,1864,4,1969,3,1.75,1,1,Curry,Connolly,McClintock,3,213,5406,Detached,Other
10188,Private,N,585000,Chandler,2223,4,2004,4,3,1,1,Audrey and Robert Ry,Santan Junior High,Perry,80,80,9157,Detached,Cash
10190,Private,N,575000,Chandler,2672,5,1999,4,3.5,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,8156,Detached,Conventional
10191,None,N,550000,Scottsdale,2385,5,1959,4,2,1,1,Tonalea,Supai,Coronado High,48,48,9174,Detached,Cash
10192,Private,N,550000,Tempe,2099,4,1968,4,2,3,3,Hudson,Connolly,McClintock,3,213,10062,Detached,Cash
10193,Private,N,545000,Chandler,2587,4,1986,4,3.5,2,2,Chandler Traditional,John M Andersen Jr H,Chandler High,80,80,6361,Detached,Conventional
10194,None,N,540000,Chandler,2423,5,1996,4,3,2,2,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,6443,Detached,Conventional
10195,Private,N,540000,Fountain Hills,2025,3,1999,3,2,1,1,Four Peaks Ftn Hills,Fountain Hills,Fountain Hills,98,98,7588,Detached,Other
10196,None,N,535000,Scottsdale,1691,3,1984,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,6500,Detached,Conventional
10198,None,N,522000,Scottsdale,2038,3,1991,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10211,Detached,Cash
10199,Community,N,520000,Tempe,2484,4,1979,4,2.5,1,1,Rover,Fees,Marcos De Niza,3,213,9749,Detached,Cash
10202,None,N,461000,Chandler,1842,4,2001,4,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,8234,Detached,Cash
10203,Community,N,460000,Tempe,2149,4,1986,4,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,4678,Detached,Conventional
10206,Community,N,442000,Chandler,1852,3,1999,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,7485,Detached,Conventional
10207,None,N,440000,Chandler,1767,3,1989,3,2.5,2,2,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,4826,Detached,Conventional
10208,None,N,440000,Fountain Hills,1799,4,1990,4,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,13521,Detached,Other
10209,Private,N,435000,Tempe,1606,3,1981,3,2,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7471,Detached,Conventional
10210,None,N,420000,Chandler,1612,3,1996,3,2,1,1,Sanborn,John M Andersen Elem,Chandler High,80,80,6260,Detached,Conventional
10211,None,N,404900,Chandler,1756,3,1979,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,11818,Detached,VA
10213,None,N,374000,Tempe,1512,3,1969,3,2,1,1,Curry,Connolly,McClintock,3,213,7418,Detached,Conventional
10214,Private,N,360560,Chandler,3303,4,2004,4,3,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,9500,Detached,Other
10215,Private,N,350000,Tempe,1004,2,1984,2,1,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,7958,Detached,Conventional
10216,None,N,347000,Tempe,1395,3,1974,3,2,1,1,Frank Elementary Sch,Fees,Tempe High School,3,213,8878,Detached,Conventional
10218,Private,N,1195000,Scottsdale,2698,3,1996,3,3,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,46485,Detached,Cash
10219,Private,Y,1159999,Scottsdale,3486,4,1977,4,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,35013,Detached,Conventional
10220,Private,N,1150000,Scottsdale,4061,5,2007,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,32307,Detached,Other
10221,Community,N,1126000,Scottsdale,4032,5,1999,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,18365,Detached,Cash
10222,Private,N,1115000,Scottsdale,3310,5,2001,5,4.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,12633,Detached,Cash
10223,Private,N,1100000,Scottsdale,2020,4,1977,3,2.5,1,1,Kiva,Mohave,Saguaro High,48,48,9363,Detached,Cash
10224,Private,N,955000,Chandler,3421,5,2004,4,2.5,1,1,Dr. Howard K. Conley,John M Andersen Jr H,Chandler High,80,80,13752,Detached,Conventional
10225,Private,N,890000,Chandler,3531,5,2010,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,12056,Detached,Cash
10226,Community,N,870000,Scottsdale,3050,4,1999,3,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,13956,Detached,Conventional
10227,Both,N,830000,Scottsdale,2212,4,1998,3,2,1,1,Desert Canyon,Desert Canyon,Desert Mountain,48,48,9225,Detached,Conventional
10228,Private,N,800000,Scottsdale,2994,4,1995,4,3,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,8187,Detached,Other
10229,Private,N,780000,Tempe,2672,4,1986,4,3,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,8573,Detached,Conventional
10231,Private,N,753000,Chandler,4935,9,2005,6,4,3,2,Galveston,Willie & Coy Payne J,Basha High,80,80,8531,Detached,Conventional
10232,None,N,735000,Scottsdale,2410,4,1998,4,2,1,1,Copper Canyon,Explorer,Pinnacle,69,69,9637,Detached,Cash
10233,None,N,696500,Scottsdale,1881,3,1997,3,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,6050,Detached,Conventional
10234,None,N,653000,Chandler,2718,4,1999,4,3,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,10000,Detached,Conventional
10235,Private,N,650000,Scottsdale,1635,3,1960,3,2.5,1,1,Pima,Supai,Coronado High,48,48,6412,Detached,Conventional
10237,Private,N,575000,Chandler,2407,4,1996,4,2.5,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,8359,Detached,Conventional
10239,None,N,529000,Tempe,2602,4,1987,4,2.5,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,3,10663,Detached,Other
10240,Community,N,520000,Scottsdale,1478,3,1997,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,4249,Detached,Conventional
10241,None,N,516500,Chandler,2010,5,2004,5,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,12792,Detached,VA
10242,None,N,505000,Scottsdale,1338,3,1973,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,7217,Detached,Cash
10243,None,N,480000,Chandler,2051,3,1989,3,2,1,1,San Marcos,John M Andersen Jr H,Chaparral High,80,80,8564,Detached,VA
10244,Private,N,475000,Chandler,2006,4,1983,4,3,2,2,Pomeroy,Summit Academy,Dobson,4,4,8015,Detached,Conventional
10245,Private,N,455000,Chandler,1597,5,1979,4,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7418,Detached,Conventional
10246,None,N,455000,Tempe,1685,3,2012,3,3.5,2,2,Curry,Connolly,McClintock,3,3,3153,Detached,Cash
10247,Private,N,450000,Chandler,1820,3,1981,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,10912,Detached,Other
10248,Private,N,448400,Chandler,1531,3,1979,3,2,1,1,Summit Academy,Summit Academy,Dobson,4,4,8080,Detached,Cash
10249,None,N,435000,Chandler,1575,4,1984,4,2,1,1,Kyrene de la Mirada,Pueblo,Mountain Pointe,28,213,7340,Detached,Conventional
10250,Community,N,411000,Chandler,1422,3,2003,3,2,1,1,CTA Humphrey,Bogle Junior High,Perry,80,80,4292,Detached,Cash
10251,Community,N,399900,Chandler,1390,3,1986,3,2.5,2,2,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,213,213,4238,Detached,Other
10252,Community,N,395000,Chandler,1454,3,1998,3,2,1,1,Adult,Adult,Adult,80,80,7427,Detached,Conventional
10253,None,N,380000,Chandler,1570,4,1979,4,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7105,Detached,Cash
10255,None,N,375000,Chandler,1469,3,1970,3,2,1,1,Sanborn,John M Andersen Elem,Chandler High,80,80,9204,Detached,FHA
10257,None,N,372650,Chandler,1758,3,1982,3,2,1,1,Sirrine,Hendrix,Dobson,4,4,7593,Detached,Cash
10258,Community,N,285000,Chandler,1065,2,1996,1,2,1,1,Adult,Adult,Adult,80,80,5968,Detached,Cash
10259,Private,N,252000,Chandler,1198,3,1973,3,2,1,1,San Marcos,John M Andersen Jr H,Chandler High,80,80,6490,Detached,Cash
10260,None,Y,1450000,Scottsdale,2959,6,1989,4,4,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,107381,Detached,Cash
10261,Private,N,1431000,Scottsdale,4188,5,1996,5,4,1,1,Anasazi Elementary,Mountainside,Desert Mountain,48,48,17035,Detached,Conventional
10263,Both,N,1300000,Scottsdale,3924,5,1999,5,3,2,2,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,10185,Detached,Conventional
10264,Both,N,1130000,Scottsdale,3349,4,2009,3,2.5,2,2,Copper Ridge,Copper Ridge,Chaparral High,48,48,6698,Detached,Conventional
10266,Private,N,790000,Fountain Hills,2154,3,1985,3,3,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,10014,Detached,Conventional
10267,Private,N,720000,Scottsdale,2058,4,1996,4,2,1,1,Grayhawk,Explorer,Pinnacle,69,69,7040,Detached,Conventional
10268,Community,N,705000,Scottsdale,2278,3,1994,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,6916,Detached,Cash
10269,Private,N,680000,Fountain Hills,2749,4,1996,3,3,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,44113,Detached,Other
10270,Community,N,675000,Scottsdale,1927,4,1997,4,2,1,1,Copper Canyon,Sunrise Middle,Horizon School,69,69,8556,Detached,Conventional
10272,Private,N,645000,Chandler,2421,4,2003,4,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,15194,Detached,Conventional
10273,Private,N,630000,Tempe,2175,4,1994,3,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,7762,Detached,Cash
10274,Community,N,585000,Scottsdale,1490,3,1988,3,2,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,5569,Detached,Other
10275,Both,N,580000,Tempe,2358,5,1978,4,2.5,2,2,Rover,Fees,Marcos De Niza,3,213,7558,Detached,Conventional
10276,Private,N,575000,Scottsdale,1646,4,1958,3,1.75,1,1,Pima,Tonalea,Coronado High,48,48,6852,Detached,Cash
